Gathering Spot,"Voidstone","...",13747,82,-4170
Gathering Spot,"Voidstone","...",13962,121,-4178
Gathering Spot,"Voidstone","...",13599,85,-4421
NPC,"Celuuse","...",14047,118,-4205
Gathering Spot,"Voidstone","...",13601,83,-4419
Gathering Spot,"Voidstone","...",13985,113,-4197
Miniquest,"Slaying","96",14028,122,-4226
Gathering Spot,"Voidstone","...",13876,114,-4187
Gathering Spot,"Voidstone","...",13599,82,-4416
Gathering Spot,"Voidstone","...",13971,122,-4232
Gathering Spot,"Voidstone","...",13975,112,-4193
Gathering Spot,"Voidstone","...",13971,121,-4228
Gathering Spot,"Voidstone","...",13592,82,-4418
Gathering Spot,"Voidstone","...",13965,120,-4231
Gathering Spot,"Voidstone","...",13965,122,-4227
Gathering Spot,"Voidstone","...",13730,82,-4157
Gathering Spot,"Voidstone","...",13987,115,-4197
Gathering Spot,"Voidstone","...",13981,112,-4198
Gathering Spot,"Voidstone","...",14009,122,-4221
NPC,"Antrus","...",14029,120,-4212
