Gathering Spot,"Voidstone","...",13910,115,-4003
Gathering Spot,"Voidstone","...",13678,117,-3964
Gathering Spot,"Voidstone","...",13920,116,-4014
NPC,"Celuuse","...",14047,118,-4205
Miniquest,"Slaying","96",14028,122,-4226
Gathering Spot,"Voidstone","...",14007,119,-3984
Gathering Spot,"Voidstone","...",13862,106,-3888
Gathering Spot,"Voidstone","...",13837,131,-3791
Gathering Spot,"Voidstone","...",13706,118,-3950
Gathering Spot,"Voidstone","...",13700,117,-3936
Gathering Spot,"Voidstone","...",14188,92,-3920
Gathering Spot,"Voidstone","...",14000,118,-3980
Gathering Spot,"Voidstone","...",13693,119,-3964
Gathering Spot,"Voidstone","...",14203,91,-3934
Gathering Spot,"Voidstone","...",13914,116,-4010
Gathering Spot,"Voidstone","...",14201,85,-3930
Gathering Spot,"Voidstone","...",14193,85,-3945
Gathering Spot,"Voidstone","...",13847,104,-3895
Gathering Spot,"Voidstone","...",13676,117,-3955
NPC,"Antrus","...",14029,119,-4212
NPC,"Void Merchant","Merchant",14081,121,-4151
Gathering Spot,"Voidstone","...",13676,118,-3966
NPC,"Vonlus","...",14069,117,-4207
Gathering Spot,"Voidstone","...",14179,84,-3932
Gathering Spot,"Voidstone","...",13850,103,-3896
Service,"Housing Balloon","...",14070,105,-3922
Gathering Spot,"Voidstone","...",14189,85,-3922
Gathering Spot,"Voidstone","...",13846,136,-3782
Gathering Spot,"Voidstone","...",13843,132,-3794
Gathering Spot,"Voidstone","...",13862,102,-3904
Gathering Spot,"Voidstone","...",14183,85,-3932
Gathering Spot,"Voidstone","...",13847,131,-3785
Gathering Spot,"Voidstone","...",14200,85,-3952
Gathering Spot,"Voidstone","...",13850,132,-3786
Gathering Spot,"Voidstone","...",13707,118,-3948
Gathering Spot,"Voidstone","...",13920,115,-4000
Gathering Spot,"Voidstone","...",13699,119,-3929
Gathering Spot,"Voidstone","...",13864,106,-3892
Gathering Spot,"Voidstone","...",13705,117,-3959
Gathering Spot,"Voidstone","...",13922,116,-4006
Gathering Spot,"Voidstone","...",13852,134,-3795
Gathering Spot,"Voidstone","...",13865,104,-3903
Gathering Spot,"Voidstone","...",13703,117,-3963
Gathering Spot,"Voidstone","...",13709,117,-3970
Gathering Spot,"Voidstone","...",14194,85,-3926
Gathering Spot,"Voidstone","...",13712,117,-3947
BROKEN,"Gathering Spot","null",14009,122,-4221
Gathering Spot,"Voidstone","...",13678,117,-3956
NPC,"Rontaid","...",14113,117,-4201
Gathering Spot,"Voidstone","...",13695,120,-3929
Gathering Spot,"Voidstone","...",14194,84,-3947
