NPC,"Soldier","...",-10438,7,-2107
Gathering Spot,"Oak","...",-10513,8,-2083
Other,"In Memory of Bob","§7In Memory of Bob",-933,70,-1610
Other,"Right-Click to","§2Right-Click to",-1475,44,-1509
NPC,"Aledar","...",-1422,51,-1547
Other,"Right-click to","§2§lRight-click to",-1391,52,-1556
NPC,"Aledar","...",-10143,10,-1998
NPC,"Soldier","...",-10438,7,-2113
NPC,"Soldier","...",-10438,7,-2110
NPC,"Aledar","...",-1569,52,-1624
Gathering Spot,"Oak","...",-10486,7,-2089
NPC,"Tasim","...",-1461,52,-1531
Other,"In Memory of Bob","§7In Memory of Bob",-10597,9,-2097
NPC,"Caravan Driver","...",-1574,52,-1625
NPC,"Aledar","...",-938,68,-1569
NPC,"Tasim","...",-1570,52,-1626
NPC,"Aledar","...",-1459,52,-1527
NPC,"Tasim","...",-10151,10,-1998
NPC,"Soldier","...",-10438,7,-2104
NPC,"Guard","...",-10325,5,-2098
NPC,"Soldier","...",-10438,7,-2101
Gathering Spot,"Oak","...",-10488,7,-2091
ServiceNPC,"Item Identifier","...",-1420,50,-1554
NPC,"Tasim","...",-940,68,-1569
NPC,"Soldier","...",-1457,52,-1531
NPC,"Ragni's King","...",-939,67,-1567
NPC,"Guard","...",-1295,51,-1584
NPC,"Soldier","...",-10438,7,-2116
