Gathering Spot, Diamond, ..., -812, 67, -6286
Gathering Spot, Diamond, ..., -816, 63, -6283
Gathering Spot, Diamond, ..., -819, 63, -6289
Gathering Spot, Diamond, ..., -820, 65, -6279
Gathering Spot, Diamond, ..., -833, 51, -6096
Gathering Spot, Diamond, ..., -835, 54, -6092
Gathering Spot, Diamond, ..., -839, 51, -6096
Gathering Spot, Diamond, ..., -841, 51, -6090
Gathering Spot, Diamond, ..., -843, 51, -6097
Gathering Spot, Diamond, ..., -844, 51, -6092
Gathering Spot, Diamond, ..., -858, 43, -6049
Gathering Spot, Diamond, ..., -864, 43, -6050
Gathering Spot, Diamond, ..., -877, 45, -6051
Gathering Spot, Jungle, ..., -734, 82, -669
Gathering Spot, Light, ..., -1025, 46, -4424
Gathering Spot, Light, ..., -1025, 49, -4275
Gathering Spot, Light, ..., -1025, 49, -4279
Gathering Spot, Light, ..., -1032, 46, -4417
Gathering Spot, Light, ..., -1033, 46, -4424
Gathering Spot, Light, ..., -1034, 46, -4419
Gathering Spot, Light, ..., -1035, 51, -4274
Gathering Spot, Light, ..., -1035, 51, -4278
Gathering Spot, Light, ..., -1036, 46, -4417
Gathering Spot, Light, ..., -1037, 52, -4281
Gathering Spot, Light, ..., -1037, 52, -4285
Gathering Spot, Light, ..., -1038, 51, -4276
Gathering Spot, Light, ..., -1039, 52, -4283
Gathering Spot, Light, ..., -1056, 46, -4255
Gathering Spot, Light, ..., -1056, 52, -4277
Gathering Spot, Light, ..., -1058, 48, -4258
Gathering Spot, Light, ..., -1058, 52, -4279
Gathering Spot, Light, ..., -1059, 49, -4263
Gathering Spot, Light, ..., -1059, 50, -4270
Gathering Spot, Light, ..., -1060, 52, -4277
Gathering Spot, Light, ..., -1061, 46, -4439
Gathering Spot, Light, ..., -1062, 45, -4429
Gathering Spot, Light, ..., -1062, 48, -4261
Gathering Spot, Light, ..., -1064, 49, -4264
Gathering Spot, Light, ..., -1066, 45, -4415
Gathering Spot, Light, ..., -1068, 50, -4271
Gathering Spot, Light, ..., -1069, 45, -4412
Gathering Spot, Light, ..., -1073, 45, -4406
Gathering Spot, Light, ..., -1076, 45, -4403
Gathering Spot, Light, ..., -1100, 44, -4523
Gathering Spot, Light, ..., -1101, 44, -4469
Gathering Spot, Light, ..., -1106, 44, -4476
Gathering Spot, Light, ..., -1110, 45, -4486
Gathering Spot, Light, ..., -1111, 45, -4493
Gathering Spot, Light, ..., -1113, 46, -4539
Gathering Spot, Light, ..., -1119, 45, -4511
Gathering Spot, Light, ..., -1121, 46, -4527
Gathering Spot, Light, ..., -1130, 47, -4541
Gathering Spot, Light, ..., -1136, 46, -4524
Gathering Spot, Light, ..., -1139, 46, -4537
Gathering Spot, Light, ..., -1143, 46, -4564
Gathering Spot, Light, ..., -1151, 44, -4596
Gathering Spot, Light, ..., -1151, 45, -4576
Gathering Spot, Light, ..., -1158, 46, -4554
Gathering Spot, Light, ..., -1162, 44, -4609
Gathering Spot, Light, ..., -1170, 44, -4622
Gathering Spot, Light, ..., -1187, 44, -4623
Gathering Spot, Light, ..., -1213, 44, -4617
Gathering Spot, Light, ..., -1243, 44, -4626
Gathering Spot, Light, ..., -1344, 44, -4644
Gathering Spot, Light, ..., -1374, 43, -4637
Gathering Spot, Light, ..., -1390, 43, -4635
Gathering Spot, Light, ..., -1397, 43, -4670
Gathering Spot, Light, ..., -1399, 43, -4668
Gathering Spot, Light, ..., -1416, 44, -4690
Gathering Spot, Light, ..., -616, 45, -4804
Gathering Spot, Light, ..., -619, 46, -4781
Gathering Spot, Light, ..., -620, 47, -4737
Gathering Spot, Light, ..., -623, 46, -4791
Gathering Spot, Light, ..., -624, 47, -4766
Gathering Spot, Light, ..., -627, 47, -4779
Gathering Spot, Light, ..., -628, 47, -4722
Gathering Spot, Light, ..., -632, 48, -4745
Gathering Spot, Light, ..., -633, 47, -4713
