NPC, Accessory Merchant, Merchant, -1407, 43, -4738
NPC, Accessory Merchant, Merchant, -174, 102, -4421
NPC, Accessory Merchant, Merchant, -249, 72, -1409
NPC, Agitated Citizen, Citizen, -1759, 66, -5517
NPC, Alfonse, ..., 330, 42, -1130
NPC, Alfonse, ..., 347, 41, -1128
NPC, Angry Townsperson, ..., 365, 70, -1103
NPC, Angry Townsperson, ..., 365, 71, -1103
NPC, Angry Townsperson, ..., 403, 79, -1104
NPC, Angry Townsperson, ..., 403, 80, -1104
NPC, Art Merchant, Merchant, -227, 57, -4982
NPC, Artefact Merchant, Merchant, -895, 43, -4525
NPC, Asher, ..., -449, 73, -1153
NPC, Asher, ..., 492, 68, -1588
NPC, Barman, ..., 115, 41, -2172
NPC, Barman, ..., 119, 41, -2173
NPC, Basement Dweller, ..., 443, 57, -1544
NPC, Bucie Citizen, Citizen, -1401, 43, -4709
NPC, Burtur, ..., -1025, 47, -5302
NPC, Calamaro, ..., 227, 21, -741
NPC, Calo, ..., -205, 103, -4921
NPC, Calo, ..., 416, 82, -1515
NPC, Captain Fenor, ..., 380, 68, -1570
NPC, Captain Kymer, ..., -1991, 35, -4658
NPC, Captain Kymer, ..., -1991, 36, -4658
NPC, Captain Lorias, ..., -601, 45, -4963
NPC, Child, ..., -450, 47, -4987
NPC, Cinfras Citizen, Citizen, -385, 47, -4945
NPC, Cinfras Citizen, Citizen, -405, 47, -4979
NPC, Cinfras Citizen, Citizen, -441, 47, -4899
NPC, Cinfras Citizen, Citizen, -441, 47, -4965
NPC, Cinfras Citizen, Citizen, -463, 47, -4884
NPC, Cinfras Citizen, Citizen, -466, 53, -4846
NPC, Collector Merchant, Merchant, -235, 57, -4985
NPC, Confectionary Merchant, Merchant, -252, 57, -4955
NPC, Craftmas Cracker Vendor, ..., 482, 68, -1588
NPC, Criminal, ..., -478, 126, -4420
NPC, Criminal, ..., -532, 63, -4514
NPC, Criminal, ..., -618, 92, -4476
NPC, Criminal, ..., -622, 66, -4501
NPC, Damiral, ..., -1938, 38, -4260
NPC, Damiral, ..., -1938, 39, -4260
NPC, Damiral, ..., -1972, 75, -4542
NPC, Damys, ..., -544, 113, -4449
NPC, Damys, ..., -545, 113, -4448
NPC, Damys, ..., -547, 113, -4447
NPC, Damys, ..., -548, 113, -4443
NPC, Detective Hart, ..., -1745, 66, -5479
NPC, Detective Jackson, ..., -1731, 54, -4836
NPC, Detective, ..., -432, 172, -4388
